desktop_id,repos
kshutdown,extra
ktelnetservice5,extra
ktelnetservice6,extra
ktikz,extra
kupfer,extra
kupfer-exec,extra
kvantummanager,extra
kwalletmanager5-kwalletd,extra
kwincompositing,extra
l3afpad,extra
launchy,extra
lazarus,extra
lbreakout2,extra
lemonade-app,extra
lemonade-web-app,extra
leocad,extra
lf,extra
lftp,extra
libfm-pref-apps,extra
librecad,extra
libreoffice-base,extra
libreoffice-calc,extra
libreoffice-draw,extra
libreoffice-impress,extra
libreoffice-math,extra
libreoffice-startcenter,extra
libreoffice-writer,extra
libreoffice-xsltfilter,extra
libresprite,extra
librewolf,extra
lig,extra
lightdm-gtk-greeter-settings,extra
lime-suite,extra
linguist,extra
links,core
linssid,extra
linyaps,extra
liteide,extra
lmms,extra
loadtrk,extra
love,extra
lsp-plugins,extra
lstopo,extra
luakit,extra
luppp,extra
lxappearance,extra
lxde-logout,extra
lxde-screenlock,extra
lxhotkey-gtk,extra
lximage-qt,extra
lxinput,extra
lxmusic,extra
lxqt-about,extra
lxqt-admin-time,extra
lxqt-admin-user,extra
lxqt-archiver,extra
lxqt-config,extra
lxqt-config-appearance,extra
lxqt-config-brightness,extra
lxqt-config-file-associations,extra
lxqt-config-globalkeyshortcuts,extra
lxqt-config-input,extra
lxqt-config-locale,extra
lxqt-config-monitor,extra
lxqt-config-monitor-autostart,extra
lxqt-config-notificationd,extra
lxqt-config-powermanagement,extra
lxqt-config-session,extra
lxqt-config-touchpad-autostart,extra
lxqt-hibernate,extra
lxqt-leave,extra
lxqt-lockscreen,extra
lxqt-logout,extra
lxqt-panel,extra
lxqt-reboot,extra
lxqt-shutdown,extra
lxqt-suspend,extra
lxrandr,extra
lxsession-default-apps,extra
lxsession-edit,extra
lxshortcut,extra
lxtask,extra
lxterminal,extra
mailnag,extra
mailnag-config,extra
mame,extra
marble_geojson,extra
marble_gpx,extra
marble_kml,extra
marble_kmz,extra
marble_shp,extra
marco,extra
mari0,extra
mate-about,extra
mate-about-me,extra
mate-appearance-properties,extra
mate-at-properties,extra
mate-calc,extra
mate-color-select,extra
mate-default-applications-properties,extra
mate-dictionary,extra
mate-disk-image-mounter,extra
mate-disk-usage-analyzer,extra
mate-display-properties,extra
mate-font-viewer,extra
mate-keybinding,extra
mate-keyboard,extra
mate-network-properties,extra
mate-network-scheme,extra
mate-notification-properties,extra
mate-panel,extra
mate-power-preferences,extra
mate-power-statistics,extra
mate-screensaver-preferences,extra
mate-screenshot,extra
mate-search-tool,extra
mate-session-properties,extra
mate-settings-mouse,extra
mate-system-info,extra
mate-system-log,extra
mate-system-monitor,extra
mate-terminal,extra
mate-theme-installer,extra
mate-time-admin,extra
mate-user-guide,extra
mate-user-share-properties,extra
mate-volume-control,extra
mate-window-properties,extra
matecc,extra
materialx-grapheditor,extra
materialx-view,extra
mattermost-desktop,extra
me.mitya57.ReText,extra
mediainfo-gui,extra
megaglest,extra
megaglest_editor,extra
megaglest_g3dviewer,extra
metacity,extra
micro,extra
milkytracker,extra
mobi.phosh.MobileSettings,extra
mobi.phosh.Phoc,extra
mobi.phosh.PhoshTour,extra
mobi.phosh.Shell,extra
modem-manager-gui,extra
modrinth-app,extra
mopidy,extra
moserial,extra
mozo,extra
mplayer,extra
mpv,extra
mtpaint,extra
muffin,extra
mullvad-vpn,extra
mupdf,extra
mupen64plus,extra
mypaint,extra
mysql-workbench,extra
nautilus-autorun-software,extra
ncspot,extra
nemo,extra
nemo-autorun-software,extra
nemo-autostart,extra
neovide,extra
net.auto_multiple_choice.amc,extra
net.base_art.Glide,extra
net.damonlynch.RapidPhotoDownloader,extra
net.fasterland.converseen,extra
net.ffkkinos.Wildcard,extra
net.jami.Jami,extra
net.kvirc.KVIrc5,extra
net.lutris.Lutris,extra
net.lutris.Lutris1,extra
net.nokyan.Resources,extra
net.openbve_project.OpenBVE,extra
net.pioneerspacesim.Pioneer,extra
net.poedit.Poedit,extra
net.poedit.PoeditURI,extra
net.sf.distrho.3BandEQ,extra
net.sf.distrho.3BandSplitter,extra
net.sf.distrho.AmplitudeImposer,extra
net.sf.distrho.CycleShifter,extra
net.sf.distrho.Kars,extra
net.sf.distrho.MVerb,extra
net.sf.distrho.MaBitcrush,extra
net.sf.distrho.MaFreeverb,extra
net.sf.distrho.MaGigaverb,extra
net.sf.distrho.MaPitchshift,extra
net.sf.distrho.Nekobi,extra
net.sf.distrho.PingPongPan,extra
net.sf.distrho.SoulForce,extra
net.sf.distrho.glBars,extra
net.sourceforge.Lifeograph,extra
net.sourceforge.VMPK,extra
net.sourceforge.drumstick-drumgrid,extra
net.sourceforge.drumstick-guiplayer,extra
net.sourceforge.drumstick-vpiano,extra
net.sourceforge.gscan2pdf,extra
net.sourceforge.kmidimon,extra
net.sourceforge.liferea,extra
net.sourceforge.qtpfsgui.LuminanceHDR,extra
net.wz2100.warzone2100,extra
netbeans,extra
netsurf,extra
network.cycles.wdisplays,extra
networkmanager_dmenu,extra
nheko,extra
nitrokey-app,extra
nl.hjdskes.gcolor3,extra
nm-applet,extra
nm-connection-editor,extra
nnn,extra
notification-daemon,extra
notmuch-emacs-mua,extra
nsight-compute,extra
nsight-systems,extra
nsxiv,extra
numbat,extra
nvidia-settings,extra
nvim,extra
nvim-qt,extra
nvtop,extra
nwg-clipman,extra
nwg-displays,extra
nwg-icon-picker,extra
nwg-look,extra
nwg-panel-config,extra
nwg-readme,extra
nwg-readme-browser,extra
nwg-shell-config,extra
nyxt,extra
obconf-qt,extra
objdiff,extra
obsidian,extra
occt,extra
oculante,extra
odin2,extra
offroad,extra
og,extra
okularApplication_comicbook,extra
okularApplication_djvu,extra
okularApplication_doc_calligra,extra
okularApplication_docx_calligra,extra
okularApplication_dvi,extra
okularApplication_epub,extra
okularApplication_fax,extra
okularApplication_fb,extra
okularApplication_ghostview,extra
okularApplication_kimgio,extra
okularApplication_md,extra
okularApplication_mobi,extra
okularApplication_odp_calligra,extra
okularApplication_odt_calligra,extra
okularApplication_pdf,extra
okularApplication_powerpoint_calligra,extra
okularApplication_pptx_calligra,extra
okularApplication_rtf_calligra,extra
okularApplication_tiff,extra
okularApplication_txt,extra
okularApplication_wpd_calligra,extra
okularApplication_xps,extra
onboard,extra
onboard-settings,extra
one.alynx.showmethekey,extra
oo7-portal,extra
open-pantheon-terminal-here,extra
openbox,extra
opencloud,extra
opencloudcmd,extra
openra-cnc,extra
openra-d2k,extra
openra-ra,extra
openscad,extra
opensnitch_ui,extra
openstreetmap-geo-handler,extra
openttd,extra
oracle,extra
orca,extra
org.aegisub.Aegisub,extra
org.amule.aMule,extra
org.amule.aMule.gui,extra
org.armagetronad.armagetronad,extra
org.avidemux.Avidemux,extra
org.bitcoin.bitcoin-qt,extra
org.bleachbit.BleachBit,extra
org.bluesabre.Mugshot,extra
org.bpython-interpreter.bpython,extra
org.buddiesofbudgie.BudgieDaemon,extra
org.buddiesofbudgie.BudgieDesktopSettings,extra
org.buddiesofbudgie.BudgiePanel,extra
org.buddiesofbudgie.BudgiePolkit,extra
org.buddiesofbudgie.BudgieScreenshot,extra
org.buddiesofbudgie.ControlCenter,extra
org.buddiesofbudgie.budgie-desktop-view,extra
org.buddiesofbudgie.sendto,extra
org.bunkus.mkvtoolnix-gui,extra
org.cataclysmdda.CataclysmDDA,extra
org.chipass.ChiPass,extra
org.cinnamon.ScreenSaver,extra
org.computop.Regina,extra
org.contourterminal.Contour,extra
org.corectrl.CoreCtrl,extra
org.cvfosammmm.Setzer,extra
org.darktable.darktable,extra
org.deepin.dde-shell,extra
org.deepin.dde.blackwidget,extra
org.deepin.dde.bluetooth-dialog,extra
org.deepin.dde.control-center,extra
org.deepin.dde.hints-dialog,extra
org.deepin.dde.license-dialog,extra
org.deepin.dde.lowpower,extra
org.deepin.dde.pixmix,extra
org.deepin.dde.reset-password-dialog,extra
org.deepin.dde.suspend-dialog,extra
org.deepin.dde.touchscreen-dialog,extra
org.deepin.dde.warning-dialog,extra
org.deepin.dde.welcome,extra
org.deepin.dde.wm-chooser,extra
org.deskflow.deskflow,extra
org.desktop.Balsa,extra
org.desmume.DeSmuME,extra
org.develz.Crawl_console,extra
org.develz.Crawl_tiles,extra
org.fcitx.Fcitx5,extra
org.fcitx.fcitx5-config-qt,extra
org.fcitx.fcitx5-migrator,extra
org.fcitx.fcitx5-qt5-gui-wrapper,extra
org.fcitx.fcitx5-qt6-gui-wrapper,extra
org.fedoraproject.MediaWriter,extra
org.ffado.FfadoMixer,extra
org.flameshot.Flameshot,extra
org.fontforge.FontForge,extra
org.fooyin.fooyin,extra
org.freecad.FreeCAD,extra
org.freeciv.gtk3.mp,extra
org.freeciv.gtk322,extra
org.freeciv.gtk4,extra
org.freeciv.gtk4.mp,extra
org.freeciv.qt,extra
org.freeciv.qt.mp,extra
org.freeciv.ruledit,extra
org.freeciv.server,extra
org.freedesktop.Bustle,extra
org.freedesktop.GstDebugViewer,extra
org.freedesktop.IBus.Panel.Emojier,extra
org.freedesktop.IBus.Panel.Extension.Gtk3,extra
org.freedesktop.IBus.Panel.Wayland.Gtk3,extra
org.freedesktop.IBus.Setup,extra
org.freedesktop.MalcontentControl,extra
org.freedesktop.Piper,extra
org.freedesktop.Xwayland,extra
org.freedesktop.adriconf,extra
org.freedesktop.cbd,extra
org.freedesktop.impl.portal.desktop.kde,extra
org.freedesktop.impl.portal.desktop.lxqt,extra
org.freedroid.freedroidRPG,extra
org.freeorion.FreeOrion,extra
org.freeplane.App,extra
org.frescobaldi.Frescobaldi,extra
org.gabmus.gfeeds,extra
org.gajim.Gajim,extra
org.gaphor.Gaphor,extra
org.geeqie.Geeqie,extra
org.getmonero.Monero,extra
org.gitfourchette.gitfourchette,extra
org.gnome.Adwaita1.Demo,extra
org.gnome.Almanah,extra
org.gnome.Boxes,extra
org.gnome.BreakTimer,extra
org.gnome.BreakTimer.Daemon,extra
org.gnome.BrowserConnector,extra
org.gnome.Builder,extra
org.gnome.Calculator,extra
org.gnome.Calendar,extra
org.gnome.Calls,extra
org.gnome.Characters,extra
org.gnome.Chess,extra
org.gnome.ColorProfileViewer,extra
org.gnome.Connections,extra
org.gnome.Console,extra
org.gnome.Contacts,extra
org.gnome.Decibels,extra
org.gnome.DejaDup,extra
org.gnome.Devhelp,extra
org.gnome.Dictionary.Devel,extra
org.gnome.DiskUtility,extra
org.gnome.Eolie,extra
org.gnome.Epiphany,extra
org.gnome.Evince,extra
org.gnome.Evince-previewer,extra
org.gnome.Evolution,extra
org.gnome.Evolution-alarm-notify,extra
org.gnome.Extensions,extra
org.gnome.FileRoller,extra
org.gnome.Firmware,extra
org.gnome.Four-in-a-row,extra
org.gnome.Fractal,extra
org.gnome.GHex,extra
org.gnome.GPaste.Daemon,extra
org.gnome.GPaste.Preferences,extra
org.gnome.GPaste.Ui,extra
org.gnome.Games,extra
org.gnome.Geary,extra
org.gnome.Glade,extra
org.gnome.GnomeSubtitles,extra
org.gnome.Gnote,extra
org.gnome.Goobox,extra
org.gnome.Gtranslator,extra
org.gnome.Hamster.GUI,extra
org.gnome.Hitori,extra
org.gnome.Keysign,extra
org.gnome.Klotski,extra
org.gnome.LightsOff,extra
org.gnome.Logs,extra
org.gnome.Lollypop,extra
org.gnome.Loupe,extra
org.gnome.Mahjongg,extra
org.gnome.Manuals,extra
org.gnome.Maps,extra
org.gnome.Meld,extra
org.gnome.Mines,extra
org.gnome.MultiWriter,extra
org.gnome.Music,extra
org.gnome.Mutter.Mdk,extra
org.gnome.Nautilus,extra
org.gnome.Nibbles,extra
org.gnome.Notes,extra
org.gnome.OCRFeeder,extra
org.gnome.OfficeRunner,extra
org.gnome.OnlineAccounts.OAuth2,extra
org.gnome.PackageUpdater,extra
org.gnome.Packages,extra
org.gnome.Papers,extra
org.gnome.Papers-previewer,extra
org.gnome.Photos,extra
org.gnome.Podcasts,extra
org.gnome.Polari,extra
org.gnome.PowerStats,extra
org.gnome.Ptyxis,extra
org.gnome.Quadrapassel,extra
org.gnome.Recipes,extra
org.gnome.RestDemo,extra
org.gnome.Reversi,extra
org.gnome.Rhythmbox3,extra
org.gnome.Rhythmbox3.device,extra
org.gnome.Robots,extra
org.gnome.Screenshot,extra
org.gnome.Settings,extra
org.gnome.Shell.Extensions,extra
org.gnome.Shell.PortalHelper,extra
org.gnome.Shotwell,extra
org.gnome.Shotwell-Viewer,extra
org.gnome.Shotwell.Auth,extra
org.gnome.Showtime,extra
org.gnome.SimpleScan,extra
org.gnome.Snapshot,extra
org.gnome.Software,extra
org.gnome.Solanum,extra
org.gnome.SoundJuicer,extra
org.gnome.SoundRecorder,extra
org.gnome.Sudoku,extra
org.gnome.SwellFoop,extra
org.gnome.Sysprof,extra
org.gnome.SystemMonitor,extra
org.gnome.Tali,extra
org.gnome.Taquin,extra
org.gnome.Tecla,extra
org.gnome.Terminal,extra
org.gnome.Terminal.Preferences,extra
org.gnome.Tetravex,extra
org.gnome.TextEditor,extra
org.gnome.Todo,extra
org.gnome.Totem,extra
org.gnome.Tour,extra
org.gnome.TwentyFortyEight,extra
org.gnome.Usage,extra
org.gnome.Vte.App.Gtk3,extra
org.gnome.Vte.App.Gtk4,extra
org.gnome.Weather,extra
org.gnome.World.Citations,extra
org.gnome.World.Iotas,extra
org.gnome.World.PikaBackup,extra
org.gnome.World.PikaBackup.Monitor,extra
org.gnome.World.Secrets,extra
org.gnome.Yelp,extra
org.gnome.Zenity,extra
org.gnome.baobab,extra
org.gnome.clocks,extra
org.gnome.design.AppIconPreview,extra
org.gnome.design.Contrast,extra
org.gnome.design.Emblem,extra
org.gnome.design.IconLibrary,extra
org.gnome.design.Lorem,extra
org.gnome.design.Palette,extra
org.gnome.design.SymbolicPreview,extra
org.gnome.design.Typography,extra
org.gnome.dspy,extra
org.gnome.enter_tex,extra
org.gnome.eog,extra
org.gnome.evolution-data-server.OAuth2-handler,extra
org.gnome.five-or-more,extra
org.gnome.font-viewer,extra
org.gnome.frogr,extra
org.gnome.gThumb,extra
org.gnome.gThumb.Import,extra
org.gnome.gedit,extra
org.gnome.gitg,extra
org.gnome.gitlab.YaLTeR.Identity,extra
org.gnome.gitlab.YaLTeR.VideoTrimmer,extra
org.gnome.gitlab.somas.Apostrophe,extra
org.gnome.gnome-commander,extra
org.gnome.goa-daemon,extra
org.gnome.pan,extra
org.gnome.seahorse.Application,extra
org.gnome.tweaks,extra
org.gnumeric.gnumeric,extra
org.gnupg.pinentry-qt,core
org.godotengine.Godot,extra
org.godotengine.Godot-mono,extra
org.gpick.gpick,extra
org.gramps_project.Gramps,extra
org.gtk.Demo4,extra
org.gtk.PrintEditor4,extra
org.gtk.Shaper,extra
org.gtk.WidgetFactory4,extra
org.gtk.gtk4.NodeEditor,extra
org.hydrogenmusic.Hydrogen,extra
org.inkscape.Inkscape,extra
org.jackaudio.jackpatch,extra
org.jackaudio.nsm-legacy-gui,extra
org.jackaudio.nsm-proxy,extra
org.jacktrip.JackTrip,extra
org.kde.ConfigurePrinter,extra
org.kde.CrowTranslate,extra
org.kde.accessibilityinspector,extra
org.kde.accountwizard,extra
org.kde.agenda,extra
org.kde.akonadi,extra
org.kde.akonadi.configdialog,extra
org.kde.akonadi_contacts_resource,extra
org.kde.akonadi_davgroupware_resource,extra
org.kde.akonadi_ews_resource,extra
org.kde.akonadi_google_resource,extra
org.kde.akonadi_imap_resource,extra
org.kde.akonadi_openxchange_resource,extra
org.kde.akonadi_vcard_resource,extra
org.kde.akonadi_vcarddir_resource,extra
org.kde.akonadiconsole,extra
org.kde.akonadiimportwizard,extra
org.kde.akregator,extra
org.kde.alligator,extra
org.kde.amarok,extra
org.kde.amarok_containers,extra
org.kde.angelfish,extra
org.kde.arca,extra
org.kde.arianna,extra
org.kde.ark,extra
org.kde.artikulate,extra
org.kde.audex,extra
org.kde.audiotube,extra
org.kde.baloorunner,extra
org.kde.blinken,extra
org.kde.bluedevilsendfile,extra
org.kde.bluedevilwizard,extra
org.kde.bomber,extra
org.kde.bovo,extra
org.kde.buho,extra
org.kde.calindori,extra
org.kde.calligra,extra
org.kde.calligra.karbon,extra
org.kde.calligra.sheets,extra
org.kde.calligra.stage,extra
org.kde.calligra.words,extra
org.kde.calligraplan,extra
org.kde.calligraplanportfolio,extra
org.kde.calligraplanwork,extra
org.kde.calligrawords_ascii,extra
org.kde.cantor,extra
org.kde.clip,extra
org.kde.communicator,extra
org.kde.contactprintthemeeditor,extra
org.kde.contactthemeeditor,extra
org.kde.digikam,extra
org.kde.discover,extra
org.kde.discover.flatpak,extra
org.kde.discover.notifier,extra
org.kde.discover.snap,extra
org.kde.discover.urlhandler,extra
org.kde.dolphin,extra
org.kde.dragonplayer,extra
org.kde.drawy,extra
org.kde.drkonqi,extra
org.kde.drkonqi.coredump.gui,extra
org.kde.elisa,extra
org.kde.falkon,extra
org.kde.fiery,extra
org.kde.filelight,extra
org.kde.francis,extra
org.kde.gcompris,extra
org.kde.ghostwriter,extra
org.kde.glaxnimate,extra
org.kde.granatier,extra
org.kde.gwenview,extra
org.kde.gwenview_importer,extra
org.kde.hana,extra
org.kde.haruna,extra
org.kde.hashomatic,extra
org.kde.headerthemeeditor,extra
org.kde.heaptrack,extra
org.kde.iconexplorer,extra
org.kde.index,extra
org.kde.isoimagewriter,extra
org.kde.itinerary,extra
org.kde.juk,extra
org.kde.k3b,extra
org.kde.kaddressbook,extra
org.kde.kaffeine,extra
org.kde.kajongg,extra
org.kde.kalarm,extra
org.kde.kalgebra,extra
org.kde.kalgebramobile,extra
org.kde.kalk,extra
org.kde.kalm,extra
org.kde.kalzium,extra
org.kde.kalzium_cml,extra
org.kde.kamoso,extra
org.kde.kanagram,extra
org.kde.kapman,extra
org.kde.kapptemplate,extra
org.kde.kasts,extra
org.kde.kate,extra
org.kde.katomic,extra
org.kde.kbackup,extra
org.kde.kbibtex,extra
org.kde.kblackbox,extra
org.kde.kblocks,extra
org.kde.kbounce,extra
org.kde.kbreakout,extra
org.kde.kbruch,extra
org.kde.kcachegrind,extra
org.kde.kcalc,extra
org.kde.kcharselect,extra
org.kde.kclock,extra
org.kde.kcolorchooser,extra
org.kde.kcolorschemeeditor,extra
org.kde.kdebugsettings,extra
org.kde.kdeconnect.app,extra
org.kde.kdeconnect.daemon,extra
org.kde.kdeconnect.handler,extra
org.kde.kdeconnect.nonplasma,extra
org.kde.kdeconnect.sms,extra
org.kde.kded5,extra
org.kde.kded6,extra
org.kde.kdenlive,extra
org.kde.kdesvn,extra
org.kde.kdevelop,extra
org.kde.kdevelop_bzr,extra
org.kde.kdevelop_git,extra
org.kde.kdevelop_kdev4,extra
org.kde.kdevelop_ps,extra
org.kde.kdevelop_svn,extra
org.kde.kdf,extra
org.kde.kdialog,extra
org.kde.kdiamond,extra
org.kde.kdiff3,extra
org.kde.kdominate,extra
org.kde.keditbookmarks,extra
org.kde.keditfiletype,extra
org.kde.keepsecret,extra
org.kde.keysmith,extra
org.kde.kfind,extra
org.kde.kfontinst,extra
org.kde.kfontview,extra
org.kde.kfourinline,extra
org.kde.kgeography,extra
org.kde.kgeotag,extra
org.kde.kget,extra
org.kde.kgoldrunner,extra
org.kde.kgpg,extra
org.kde.kgraphviewer,extra
org.kde.khangman,extra
org.kde.khelpcenter,extra
org.kde.kid3,extra
org.kde.kid3-qt,extra
org.kde.kig,extra
org.kde.kigo,extra
org.kde.kile,extra
org.kde.killbots,extra
org.kde.kimagemapeditor,extra
org.kde.kinfocenter,extra
org.kde.kiod6,extra
org.kde.kirigami2.gallery,extra
org.kde.kiriki,extra
org.kde.kiten,extra
org.kde.kitenkanjibrowser,extra
org.kde.kitenradselect,extra
org.kde.kjournaldbrowser,extra
org.kde.kjumpingcube,extra
org.kde.kleopatra,extra
org.kde.klettres,extra
org.kde.klevernotes,extra
org.kde.klickety,extra
org.kde.klines,extra
org.kde.klipper,extra
org.kde.kmag,extra
org.kde.kmahjongg,extra
org.kde.kmail-refresh-settings,extra
org.kde.kmail2,extra
org.kde.kmenuedit,extra
org.kde.kmines,extra
org.kde.kmix,extra
org.kde.kmousetool,extra
org.kde.kmouth,extra
org.kde.kmplot,extra
org.kde.kmymoney,extra
org.kde.knavalbattle,extra
org.kde.knetattach,extra
org.kde.knetwalk,extra
org.kde.knewstuff-dialog,extra
org.kde.knewstuff-dialog6,extra
org.kde.knights,extra
org.kde.knighttimed,extra
org.kde.koko,extra
org.kde.kolf,extra
org.kde.kollision,extra
org.kde.kolourpaint,extra
org.kde.kommit,extra
org.kde.kommit.diff,extra
org.kde.kommit.merge,extra
org.kde.komodo,extra
org.kde.kompare,extra
org.kde.kongress,extra
org.kde.konqueror,extra
org.kde.konquest,extra
org.kde.konsole,extra
org.kde.kontact,extra
org.kde.kontrast,extra
org.kde.konversation,extra
org.kde.korganizer,extra
org.kde.kosmindoormap,extra
org.kde.kpat,extra
org.kde.kphotoalbum,extra
org.kde.kphotoalbum-import,extra
org.kde.kphotoalbum.open-raw,extra
org.kde.krdc,extra
org.kde.krdpserver,extra
org.kde.krecorder,extra
org.kde.krename,extra
org.kde.kreversi,extra
org.kde.krfb,extra
org.kde.krfb.virtualmonitor,extra
org.kde.krita,extra
org.kde.kronometer,extra
org.kde.kruler,extra
org.kde.krusader,extra
org.kde.ksame,extra
org.kde.ksecretd,extra
org.kde.kshisen,extra
org.kde.ksirk,extra
org.kde.ksirkskineditor,extra
org.kde.ksnakeduel,extra
org.kde.kspaceduel,extra
org.kde.ksquares,extra
org.kde.ksshaskpass,extra
org.kde.kst,extra
org.kde.kstars,extra
org.kde.ksudoku,extra
org.kde.ksystemlog,extra
org.kde.kteatime,extra
org.kde.ktimer,extra
org.kde.ktimetracker,extra
org.kde.ktnef,extra
org.kde.ktorrent,extra
org.kde.ktouch,extra
org.kde.ktrip,extra
org.kde.ktuberling,extra
org.kde.kturtle,extra
org.kde.kubrick,extra
org.kde.kuickshow,extra
org.kde.kuiviewer,extra
org.kde.kwalletd,extra
org.kde.kwalletmanager,extra
org.kde.kwatchgnupg,extra
org.kde.kwave,extra
org.kde.kweather,extra
org.kde.kwikdisk,extra
org.kde.kwin.dialoghelper,extra
org.kde.kwin.killer,extra
org.kde.kwin_x11.killer,extra
org.kde.kwordquiz,extra
org.kde.kwrite,extra
org.kde.labplot,extra
org.kde.lokalize,extra
org.kde.lskat,extra
org.kde.marble,extra
org.kde.marble-qt,extra
org.kde.marble.behaim,extra
org.kde.marble.maps,extra
org.kde.marknote,extra
org.kde.massif-visualizer,extra
org.kde.mboximporter,extra
org.kde.merkuro,extra
org.kde.merkuro.calendar,extra
org.kde.merkuro.contact,extra
org.kde.merkuro.mail,extra
org.kde.minuet,extra
org.kde.mobile.plasmasettings,extra
org.kde.neochat,extra
org.kde.nota,extra
org.kde.okteta,extra
org.kde.okular,extra
org.kde.onlinequoteseditor6,extra
org.kde.optiimage,extra
org.kde.palapeli,extra
org.kde.parley,extra
org.kde.partitionmanager,extra
org.kde.picmi,extra
org.kde.pimdataexporter,extra
org.kde.pix,extra
org.kde.plasma-fallback-session-save,extra
org.kde.plasma-interactiveconsole,extra
org.kde.plasma-systemmonitor,extra
org.kde.plasma-welcome,extra
org.kde.plasma.bigscreen.inputhandler,extra
org.kde.plasma.bigscreen.uvcviewer,extra
org.kde.plasma.browser_integration.host,extra
org.kde.plasma.camera,extra
org.kde.plasma.emojier,extra
org.kde.plasma.keyboard,extra
org.kde.plasma.lookandfeelexplorer,extra
org.kde.plasma.printqueue,extra
org.kde.plasma.settings.open,extra
org.kde.plasma.themeexplorer,extra
org.kde.plasmaengineexplorer,extra
org.kde.plasmashell,extra
org.kde.plasmatube,extra
org.kde.plasmawindowed,extra
org.kde.plasmoidviewer,extra
org.kde.polkit-kde-authentication-agent-1,extra
org.kde.qmlkonsole,extra
org.kde.qrca,extra
org.kde.qrca.wifi,extra
org.kde.rkward,extra
org.kde.rocs,extra
org.kde.rsibreak,extra
org.kde.secretprompter,extra
org.kde.shelf,extra
org.kde.showfoto,extra
org.kde.sieveeditor,extra
org.kde.skanlite,extra
org.kde.skanpage,extra
org.kde.skladnik,extra
org.kde.skrooge,extra
org.kde.skroogecompanion,extra
org.kde.smb4k,extra
org.kde.spectacle,extra
org.kde.station,extra
org.kde.step,extra
org.kde.strike,extra
org.kde.subtitlecomposer,extra
org.kde.sweeper,extra
org.kde.systemdgenie,extra
org.kde.tellico,extra
org.kde.telly-skout,extra
org.kde.tokodon,extra
org.kde.umbrello,extra
org.kde.vpnimport,extra
org.kde.vvave,extra
org.kde.yakuake,extra
org.kde.zanshin,extra
org.keepassxc.KeePassXC,extra
org.kicad.bitmap2component,extra
org.kicad.eeschema,extra
org.kicad.gerbview,extra
org.kicad.kicad,extra
org.kicad.pcbcalculator,extra
org.kicad.pcbnew,extra
org.kiwix.desktop,extra
org.ksnip.ksnip,extra
org.linuxsampler.gigedit,extra
org.lite_xl.lite_xl,extra
org.luanti.luanti,extra
org.mapeditor.Tiled,extra
org.merkaartor.merkaartor,extra
org.mixxx.Mixxx,extra
org.mozilla.Thunderbird,extra
org.musescore.MuseScore,extra
org.musicbrainz.Picard,extra
org.naev.Naev,extra
org.nicotine_plus.Nicotine,extra
org.octave.Octave,extra
org.onionshare.OnionShare,extra
org.opengamingcollective.rog-control-center,extra
org.openmw.cs,extra
org.openmw.launcher,extra
org.openrgb.OpenRGB,extra
org.opensc.notify,extra
org.openstreetmap.josm,extra
org.openusd.usdview,extra
org.paraview.ParaView,extra
org.pencil2d.Pencil2D,extra
org.pipewire.Helvum,extra
org.pitivi.Pitivi,extra
org.prismlauncher.PrismLauncher,extra
org.pulseaudio.pavucontrol,extra
org.puredata.pd-gui,extra
org.pwmt.zathura,extra
org.pwmt.zathura-cb,extra
org.pwmt.zathura-djvu,extra
org.pwmt.zathura-pdf-mupdf,extra
org.pwmt.zathura-pdf-poppler,extra
org.pwmt.zathura-ps,extra
org.pymol.PyMOL,extra
org.pyzo.Pyzo,extra
org.qbittorrent.qBittorrent,extra
org.qgis.qgis,extra
org.qt-project.qtcreator,extra
org.quickshell,extra
org.qutebrowser.qutebrowser,extra
org.radare.iaito,extra
org.remmina.Remmina,extra
org.remmina.Remmina-file,extra
org.rncbc.drumkv1,extra
org.rncbc.padthv1,extra
org.rncbc.qjackctl,extra
org.rncbc.qmidictl,extra
org.rncbc.qmidinet,extra
org.rncbc.qpwgraph,extra
org.rncbc.qsampler,extra
org.rncbc.qsynth,extra
org.rncbc.qtractor,extra
org.rncbc.qxgedit,extra
org.rncbc.samplv1,extra
org.rncbc.synthv1,extra
org.scummvm.scummvm,extra
org.shotcut.Shotcut,extra
org.sigrok.PulseView,extra
org.sigrok.sigrok-cli,extra
org.squidowl.halloy,extra
org.stellarium.Stellarium,extra
org.strawberrymusicplayer.strawberry,extra
org.surge-synth-team.Stochas,extra
org.synfig.SynfigStudio,extra
org.telegram.desktop,extra
org.torproject.torbrowser-launcher,extra
org.torproject.torbrowser-launcher.settings,extra
org.tug.texworks,extra
org.ubuntubudgie.wallstreetcontrol,extra
org.wesnoth.Wesnoth,extra
org.wezfurlong.wezterm,extra
org.widelands.Widelands,extra
org.wireshark.Wireshark,extra
org.workrave.Workrave,extra
org.x.Warpinator,extra
org.x.editor,extra
org.xfce.Catfish,extra
org.xfce.PanelProfiles,extra
org.xfce.Parole,extra
org.xfce.mousepad,extra
org.xfce.mousepad-settings,extra
org.xfce.orage,extra
org.xfce.orage-settings,extra
org.xfce.ristretto,extra
org.zealdocs.zeal,extra
org.zim_wiki.Zim,extra
osmo,extra
owncloud,extra
pacman-offline,extra
pacredir-status,extra
page.kramo.Cartridges,extra
page.tesk.Refine,extra
pageedit,extra
panel-desktop-handler,extra
panel-preferences,extra
pantheon-parental-controls-client,extra
paprefs,extra
parcellite,extra
pasystray,extra
